DATE,FACILITYID,FACILITYLOCATION,PRODUCTIONVOLUME,STATUS,PRESSURE,TEMPERATURE,OPERATOR
7/7/2022,FAC_003,West Johnfort,4688.07,normal,135.4091994,89.79861306,Julia Mcgee
7/7/2022,FAC_004,East Rhondaberg,4017.58,normal,126.9250845,84.68769855,Sylvia Maxwell
7/7/2022,FAC_005,Sherylview,4404.4,normal,170.1013213,82.252034,Adam Brennan
7/8/2022,FAC_001,New Sharonport,4275.89,normal,192.133474,82.63297692,Deborah Lee
7/8/2022,FAC_002,Reynoldsmouth,4900.74,normal,167.7599354,78.14546765,Dana Porter
7/8/2022,FAC_003,West Johnfort,5362.42,normal,172.8322803,76.25183063,John Preston
7/8/2022,FAC_004,East Rhondaberg,4769.46,normal,152.6991904,92.10611552,Alan Craig
7/8/2022,FAC_005,Sherylview,5608.23,normal,131.292592,73.60856348,Amanda Hoover
7/9/2022,FAC_001,New Sharonport,5404.73,normal,157.8024787,97.69062393,Kenneth Vang
7/9/2022,FAC_002,Reynoldsmouth,4839.73,normal,133.8807282,83.22964077,Raymond Jones
7/9/2022,FAC_003,West Johnfort,4031.2,normal,145.5449107,77.09443481,Scott Dunlap
7/9/2022,FAC_004,East Rhondaberg,4493.05,normal,142.4314558,66.94925996,Tamara Miller
7/9/2022,FAC_005,Sherylview,4799.86,normal,164.3629743,89.21477903,Alan Brown
7/10/2022,FAC_001,New Sharonport,4973.07,normal,144.7627204,88.47003804,Cameron Thomas
7/10/2022,FAC_002,Reynoldsmouth,1248.68,weather,132.1951841,90.66820366,Ashley Ramirez
7/10/2022,FAC_003,West Johnfort,4695.85,normal,170.2849281,71.98910473,Richard Randolph
7/10/2022,FAC_004,East Rhondaberg,4498.92,normal,135.2189319,67.20444852,Matthew Tapia
7/10/2022,FAC_005,Sherylview,5406.38,normal,131.6014411,83.08821165,William Hill
7/11/2022,FAC_001,New Sharonport,3763.61,normal,97.95357008,85.44586047,Daniel Neal
7/11/2022,FAC_002,Reynoldsmouth,5280.77,normal,146.7619214,97.36763818,Monique Bryant
7/11/2022,FAC_003,West Johnfort,5479.28,normal,135.4761546,78.81626533,Timothy Kirk
7/11/2022,FAC_004,East Rhondaberg,5419.5,normal,132.3651945,78.02123881,Leslie Harris DVM
7/11/2022,FAC_005,Sherylview,4137.77,equipment_failure,131.9060475,81.61483051,Christopher Schmidt
7/12/2022,FAC_001,New Sharonport,3928.87,normal,146.8798222,81.12889987,Stephen Gonzales
7/12/2022,FAC_002,Reynoldsmouth,5113.22,normal,165.5449159,90.22985136,Jonathan Ramirez
7/12/2022,FAC_003,West Johnfort,4909.68,normal,151.8992514,90.52463185,Bryan Hammond
7/12/2022,FAC_004,East Rhondaberg,3640.12,normal,148.6953402,88.25390327,Jose Harris
7/12/2022,FAC_005,Sherylview,5553.48,normal,156.1433471,73.70211444,Scott Williams
7/13/2022,FAC_001,New Sharonport,4375.16,normal,117.6909363,73.1605148,Terri Harris
7/13/2022,FAC_002,Reynoldsmouth,4814.28,normal,136.0043196,92.93234623,Jeremiah Bradley
7/13/2022,FAC_003,West Johnfort,4869.6,normal,142.6535236,73.60795268,Victor Tran
7/13/2022,FAC_004,East Rhondaberg,5152.36,normal,164.8533776,76.7020443,Christian Bean
7/13/2022,FAC_005,Sherylview,5096.97,normal,189.1886605,82.39095721,David Sawyer DDS
7/14/2022,FAC_001,New Sharonport,5004.64,normal,137.6241656,88.75863769,Adrian Bell
7/14/2022,FAC_002,Reynoldsmouth,5100.27,normal,166.6540073,76.30221722,Sonya Huff
7/14/2022,FAC_003,West Johnfort,3920.44,normal,197.3581113,84.19283213,Sarah Martin
7/14/2022,FAC_004,East Rhondaberg,4975.07,normal,176.2400389,79.98919528,Susan Hicks
7/14/2022,FAC_005,Sherylview,4605.75,normal,172.0137925,82.79297114,Anna Fowler
7/15/2022,FAC_001,New Sharonport,5226.52,normal,146.2565646,96.27701837,Jessica Wilkerson
7/15/2022,FAC_002,Reynoldsmouth,5492.31,normal,143.5989526,72.62943559,Tracie White DVM
7/15/2022,FAC_003,West Johnfort,5183.78,normal,145.5715894,85.11186902,Albert Robinson
7/15/2022,FAC_004,East Rhondaberg,5329.21,normal,156.935311,92.79611005,Amanda Williams
7/15/2022,FAC_005,Sherylview,5486.87,normal,129.7731199,85.35858888,Bryan Ewing
7/16/2022,FAC_001,New Sharonport,5060.16,normal,151.9718731,72.72193813,Jay Anderson
7/16/2022,FAC_002,Reynoldsmouth,4187.36,weather,142.7186167,80.02306203,Aaron Harmon
7/16/2022,FAC_003,West Johnfort,4546.6,normal,147.0892179,84.03249438,Barbara Valdez
7/16/2022,FAC_004,East Rhondaberg,4544.79,normal,166.867736,81.70913275,Devin Hebert
7/16/2022,FAC_005,Sherylview,4457.2,normal,119.6139682,90.95983371,David Ryan
7/17/2022,FAC_001,New Sharonport,5004.4,normal,189.5791673,76.05066757,Denise Gordon
7/17/2022,FAC_002,Reynoldsmouth,5430.49,normal,151.819172,72.43531154,Leslie Mccormick
7/17/2022,FAC_003,West Johnfort,5010.75,normal,163.0265202,89.01753195,Vincent Evans
7/17/2022,FAC_004,East Rhondaberg,1849.42,equipment_failure,145.0034488,90.05533176,Melissa Martinez
7/17/2022,FAC_005,Sherylview,4885.17,normal,158.3349489,95.1263337,Charles Glover
7/18/2022,FAC_001,New Sharonport,3785.42,normal,158.808323,105.0144638,Mark Moran
7/18/2022,FAC_002,Reynoldsmouth,4835.15,normal,150.3778077,92.32221991,Jeffrey Ferguson
7/18/2022,FAC_003,West Johnfort,4855.42,normal,149.8492057,98.48690832,Patricia Pearson
7/18/2022,FAC_004,East Rhondaberg,5632.04,normal,125.5305935,82.67228985,Mark Parks
7/18/2022,FAC_005,Sherylview,4656,normal,170.4160051,85.85931969,Jennifer Mendoza
7/19/2022,FAC_001,New Sharonport,1244.55,equipment_failure,164.9608979,81.35182349,Calvin Barrett
7/19/2022,FAC_002,Reynoldsmouth,4609.87,normal,121.7717143,85.52780634,Lindsay Nichols
7/19/2022,FAC_003,West Johnfort,5219.85,normal,141.3730388,97.10552929,Amanda Henry
7/19/2022,FAC_004,East Rhondaberg,3998.81,normal,128.8990761,80.47951885,Robin Taylor
7/19/2022,FAC_005,Sherylview,5139.12,normal,163.2487455,97.93874891,Richard Gross
7/20/2022,FAC_001,New Sharonport,4929.61,normal,131.5193487,80.63546195,Desiree Watkins
7/20/2022,FAC_002,Reynoldsmouth,3812.21,normal,134.7414831,85.72257271,Laura Watson
7/20/2022,FAC_003,West Johnfort,3951.98,normal,128.3241522,80.44969261,Dylan Kennedy
7/20/2022,FAC_004,East Rhondaberg,1399.73,equipment_failure,143.36685,78.22654394,Benjamin Christensen
7/20/2022,FAC_005,Sherylview,5574.05,normal,166.0660113,79.06050159,Michael Phillips
7/21/2022,FAC_001,New Sharonport,4321.35,normal,159.2869832,92.19765239,Jason Davis
7/21/2022,FAC_002,Reynoldsmouth,5148.25,normal,152.1518974,83.23487434,William Wright
7/21/2022,FAC_003,West Johnfort,4391.13,normal,126.0085841,85.06542032,Brenda Hawkins
7/21/2022,FAC_004,East Rhondaberg,3950.19,normal,119.1016751,71.44852123,Scott Mclaughlin
7/21/2022,FAC_005,Sherylview,4504.44,normal,118.343116,74.88243519,Amy Perez
7/22/2022,FAC_001,New Sharonport,3774.24,normal,169.0557405,93.3206,Carrie Smith
7/22/2022,FAC_002,Reynoldsmouth,4779.24,normal,145.5954282,94.35553086,Rebecca Miller
7/22/2022,FAC_003,West Johnfort,4143.1,normal,130.1580576,89.62032334,Dustin Murray
7/22/2022,FAC_004,East Rhondaberg,4487.12,normal,123.3175151,98.27442227,Andre Reed
7/22/2022,FAC_005,Sherylview,1385.79,equipment_failure,169.8838724,93.0984543,Charlotte Cox
7/23/2022,FAC_001,New Sharonport,4383.86,normal,134.7880265,97.61556708,Mark Williams
7/23/2022,FAC_002,Reynoldsmouth,4580.28,normal,132.9359603,65.32825559,Nancy Brown
7/23/2022,FAC_003,West Johnfort,4478.1,normal,185.488954,77.41018067,Robert Stokes
7/23/2022,FAC_004,East Rhondaberg,3947.35,normal,163.1708992,91.43993109,Stephanie Knight
7/23/2022,FAC_005,Sherylview,4583.52,normal,156.2035567,81.57457265,Caitlin Miller
7/24/2022,FAC_001,New Sharonport,4192.28,normal,133.7264736,101.415252,Amy Turner
7/24/2022,FAC_002,Reynoldsmouth,5266.78,normal,132.0300762,83.92641172,Angel Morgan
7/24/2022,FAC_003,West Johnfort,4563.84,normal,152.1712845,73.79322782,Renee Mckay
7/24/2022,FAC_004,East Rhondaberg,4560.22,normal,133.6176766,74.46385949,Todd Zimmerman
7/24/2022,FAC_005,Sherylview,4898.31,normal,157.6212388,105.9040085,Michael Santos
7/25/2022,FAC_001,New Sharonport,4972.19,normal,156.1152599,101.4087206,Christine Johnson
7/25/2022,FAC_002,Reynoldsmouth,4828,normal,144.0285659,94.41967336,Kyle Wong
7/25/2022,FAC_003,West Johnfort,5039.61,normal,171.4812139,96.57249378,Paul Williams
7/25/2022,FAC_004,East Rhondaberg,4380.68,normal,156.9317326,84.69249111,Amber Nicholson
7/25/2022,FAC_005,Sherylview,4351.52,normal,114.1108964,104.8216949,Lisa Larson
7/26/2022,FAC_001,New Sharonport,4633.07,normal,138.2643113,74.4548454,Mike Hancock
7/26/2022,FAC_002,Reynoldsmouth,4967.79,normal,164.4574153,66.85054096,Anne Brown
7/26/2022,FAC_003,West Johnfort,3779.65,normal,149.4044639,110.2780393,Julia Watson
7/26/2022,FAC_004,East Rhondaberg,4113.07,normal,131.7085627,85.996531,Mr. James Salinas
7/26/2022,FAC_005,Sherylview,4536.41,normal,142.7988894,76.49098695,David Ramos
7/27/2022,FAC_001,New Sharonport,4280.36,normal,165.3068007,89.21676111,Erik Hancock
7/27/2022,FAC_002,Reynoldsmouth,4068.25,normal,135.3092864,73.86046947,Maria Wilson
7/27/2022,FAC_003,West Johnfort,4098.55,normal,142.8229819,92.00318288,Brandon Price
7/27/2022,FAC_004,East Rhondaberg,4855.88,normal,107.1379431,81.20957923,Joe Martin
7/27/2022,FAC_005,Sherylview,5446.61,normal,164.036326,93.88346427,Michael Lambert
7/28/2022,FAC_001,New Sharonport,4276.93,normal,162.4808783,95.7302432,Ronald Rose
7/28/2022,FAC_002,Reynoldsmouth,4393.93,normal,157.3227395,99.03831966,Cindy Gutierrez
7/28/2022,FAC_003,West Johnfort,4784.01,normal,126.0247562,86.8227363,Christian Gutierrez
7/28/2022,FAC_004,East Rhondaberg,4450.02,normal,168.3940671,79.96145745,Ruben Grant
7/28/2022,FAC_005,Sherylview,3988.91,normal,171.4476803,82.08459497,Anita Lee
7/29/2022,FAC_001,New Sharonport,4909.68,normal,191.9009767,80.97176444,Catherine Williams
7/29/2022,FAC_002,Reynoldsmouth,4398.29,normal,132.9517527,91.3402545,Michael Rodriguez DVM
7/29/2022,FAC_003,West Johnfort,4992.29,normal,149.7186675,93.61570725,John Bowers
7/29/2022,FAC_004,East Rhondaberg,4087.64,normal,120.8831169,91.87578124,Patricia Perez
7/29/2022,FAC_005,Sherylview,4940.33,normal,167.0170376,86.4243432,Christopher Stone
7/30/2022,FAC_001,New Sharonport,4223.72,normal,181.7657692,92.09153844,Scott Walters
7/30/2022,FAC_002,Reynoldsmouth,3069.38,equipment_failure,119.878513,88.12772066,Mrs. Amanda Palmer MD
7/30/2022,FAC_003,West Johnfort,4892.9,normal,126.4143321,91.58751476,Matthew Sanders
7/30/2022,FAC_004,East Rhondaberg,4820.53,normal,163.0710907,78.57365801,Melinda Phillips
7/30/2022,FAC_005,Sherylview,4675.97,normal,159.6743458,80.51806679,David Robinson
7/31/2022,FAC_001,New Sharonport,5478.44,normal,132.7817208,93.97288042,Anita Hardin
7/31/2022,FAC_002,Reynoldsmouth,3913.15,normal,189.7352486,80.21740905,Deborah Crawford
7/31/2022,FAC_003,West Johnfort,4741.33,normal,170.6519159,81.28026529,Cindy Smith
7/31/2022,FAC_004,East Rhondaberg,4129.59,normal,151.8916967,82.59364906,Patricia Mcbride
7/31/2022,FAC_005,Sherylview,4518.18,normal,122.1882198,84.24825741,Logan Reynolds
8/1/2022,FAC_001,New Sharonport,5061.09,normal,150.2555724,76.5587293,Christopher Mccarty
8/1/2022,FAC_002,Reynoldsmouth,5006.5,normal,163.8736181,83.07021906,Daniel Monroe
8/1/2022,FAC_003,West Johnfort,5131.3,normal,179.0939972,74.25352334,Anna Willis DVM
8/1/2022,FAC_004,East Rhondaberg,4329.8,normal,156.6780954,73.17396714,Jamie Miller
8/1/2022,FAC_005,Sherylview,4854.99,normal,142.1009261,76.00657103,Richard Roberts
8/2/2022,FAC_001,New Sharonport,4640.89,normal,133.2642487,80.21845054,Chad Wagner
8/2/2022,FAC_002,Reynoldsmouth,4554.8,normal,139.1846834,84.55629143,Dr. Meagan Farrell
8/2/2022,FAC_003,West Johnfort,4120.12,normal,118.6096581,72.99850029,Daniel Wallace
8/2/2022,FAC_004,East Rhondaberg,4235.89,normal,157.270297,63.08894798,Elizabeth Novak
8/2/2022,FAC_005,Sherylview,3135.9,weather,151.4975256,89.86636253,Patrick Moore
8/3/2022,FAC_001,New Sharonport,4929.43,normal,128.3952978,84.76853695,Paul Williams
8/3/2022,FAC_002,Reynoldsmouth,5310.03,normal,167.3861192,100.5476247,Andrea Roberts
8/3/2022,FAC_003,West Johnfort,3453.64,normal,127.6724132,86.61708425,Alexander Hughes
8/3/2022,FAC_004,East Rhondaberg,4304.21,normal,169.3606835,80.88984444,Barbara Marks
8/3/2022,FAC_005,Sherylview,5549.57,normal,139.7018655,88.80036281,Eric Tucker
8/4/2022,FAC_001,New Sharonport,5262.81,normal,149.5905103,82.99435887,Gwendolyn Owens
8/4/2022,FAC_002,Reynoldsmouth,3815.88,normal,159.0775965,72.62350955,Brooke King
8/4/2022,FAC_003,West Johnfort,2722.44,maintenance,116.7507513,88.87977011,Colin Williams
8/4/2022,FAC_004,East Rhondaberg,4312.17,normal,127.3497567,87.33791912,Molly Bernard MD
8/4/2022,FAC_005,Sherylview,4539.14,normal,120.4521371,96.4362762,Donald Clark
8/5/2022,FAC_001,New Sharonport,4701.08,normal,122.5623324,90.52905231,Hayley Lara
8/5/2022,FAC_002,Reynoldsmouth,4334.86,normal,146.9587608,82.43657154,Yesenia Sandoval
8/5/2022,FAC_003,West Johnfort,4633.61,normal,171.5495203,85.56407803,Natalie Wade
8/5/2022,FAC_004,East Rhondaberg,4000.97,normal,138.3600604,81.03045717,Steven Garza
8/5/2022,FAC_005,Sherylview,3540.44,normal,181.7701515,60.90818595,Vincent Knight
8/6/2022,FAC_001,New Sharonport,4827.33,normal,122.7250615,78.20288993,Tina Welch
8/6/2022,FAC_002,Reynoldsmouth,4312.36,normal,105.299895,65.35989075,Jesse Smith
8/6/2022,FAC_003,West Johnfort,3946.3,normal,157.6828973,87.55384803,Angela Walton
8/6/2022,FAC_004,East Rhondaberg,4094.8,normal,182.4303139,87.0149078,Seth Wright
8/6/2022,FAC_005,Sherylview,4427.17,normal,166.4635637,83.58294002,Jamie Camacho
8/7/2022,FAC_001,New Sharonport,4335.76,normal,138.8626909,77.47208908,Brian Cruz
8/7/2022,FAC_002,Reynoldsmouth,3908.12,normal,123.45826,73.26466558,Anna York
